Date,Open,High,Low,Close,Adj Close,Volume
2000-01-10,14932.000000,15306.400391,14791.500000,15212.799805,9071.974609,181941
2000-01-11,15212.799805,15212.799805,14585.599609,14697.900391,8764.917969,158836
2000-01-12,14697.900391,14885.099609,14697.900391,14838.299805,8848.646484,187933
2000-01-13,14838.299805,14838.299805,14744.700195,14829.000000,8843.096680,227225
2000-01-14,14838.299805,15446.799805,14838.299805,15446.799805,9211.514648,244716
2000-01-17,15680.900391,16055.400391,15680.900391,16055.400391,9574.448242,261360
2000-01-18,16149.000000,16570.300781,16149.000000,16336.200195,9741.898438,185673
2000-01-19,16617.099609,16710.699219,16064.700195,16149.000000,9630.266602,294213
2000-01-20,16149.000000,16383.000000,15914.900391,15961.700195,9518.572266,328719
2000-01-21,15933.700195,15961.700195,15306.400391,15353.200195,9155.698242,192699
2000-01-24,15587.299805,15587.299805,15063.000000,15072.400391,8988.247070,119865
2000-01-25,15053.700195,15446.799805,14744.700195,15128.599609,9021.761719,362820
2000-01-26,14932.000000,14978.799805,14557.500000,14651.099609,8737.009766,115588
2000-01-27,14707.299805,14707.299805,14276.599609,14417.099609,8597.466797,83955
2000-01-28,14604.299805,14604.299805,14332.799805,14332.799805,8547.196289,81827
2000-01-31,14229.799805,14323.400391,14042.599609,14276.599609,8513.682617,145458
2000-02-01,14276.599609,14791.500000,14276.599609,14697.900391,8764.917969,136900
2000-02-02,14697.900391,14922.599609,14604.299805,14810.299805,8831.947266,142852
2000-02-03,14838.299805,14838.299805,14417.099609,14557.500000,8681.192383,186720
2000-02-04,14782.200195,14782.200195,14370.299805,14697.900391,8764.917969,230351
2000-02-07,16149.000000,16897.900391,15821.299805,16617.099609,9909.413086,382214
2000-02-08,16055.400391,16383.000000,15821.299805,15821.299805,9434.845703,308881
2000-02-09,15896.200195,16429.800781,15896.200195,16420.500000,9792.169922,186944
2000-02-10,16617.099609,16851.099609,16102.200195,16149.000000,9630.266602,474182
2000-02-11,16383.000000,16429.800781,15961.700195,15961.700195,9518.572266,410309
2000-02-14,15680.900391,15914.900391,15166.000000,15830.700195,9440.453125,227682
2000-02-15,15680.900391,15961.700195,15671.500000,15830.700195,9440.453125,288994
2000-02-16,15821.299805,16195.799805,15680.900391,16064.700195,9579.994141,474949
2000-02-17,16149.000000,16851.099609,16149.000000,16851.099609,10048.955078,605369
2000-02-18,16617.099609,16897.900391,16476.599609,16710.699219,9965.228516,405620
2000-02-21,16617.099609,18021.300781,16476.599609,16551.500000,9870.295898,147744
2000-02-22,16476.599609,16663.900391,16383.000000,16383.000000,9769.811523,233953
2000-02-23,16617.099609,16617.099609,16467.300781,16523.400391,9853.534180,329952
2000-02-24,16429.800781,16429.800781,16102.200195,16102.200195,9602.354492,311013
2000-02-25,15821.299805,15821.299805,15680.900391,15699.599609,9362.269531,375230
2000-02-28,14978.799805,15231.500000,14978.799805,15072.400391,9665.463867,303978
2000-02-29,15166.000000,15634.099609,15166.000000,15400.000000,9875.544922,403417
2000-03-01,15446.799805,15961.700195,15353.200195,15914.900391,10205.732422,250430
2000-03-02,15634.099609,15680.900391,15587.299805,15680.900391,10055.677734,204377
2000-03-03,15606.000000,15680.900391,15400.000000,15634.099609,10025.665039,303307
2000-03-06,15652.799805,15727.700195,15587.299805,15587.299805,9995.654297,133093
2000-03-07,15727.700195,15849.400391,15727.700195,15821.299805,10145.708984,504046
2000-03-08,15868.099609,16102.200195,15868.099609,15914.900391,10205.732422,900834
2000-03-09,15914.900391,15914.900391,15540.500000,15587.299805,9995.654297,244455
2000-03-10,15634.099609,15634.099609,15259.599609,15259.599609,9785.508789,192665
2000-03-13,15212.799805,15446.799805,14978.799805,15446.799805,9905.552734,167884
2000-03-14,15540.500000,15914.900391,15540.500000,15540.500000,9965.643555,134915
2000-03-15,15400.000000,15400.000000,15119.200195,15259.599609,9785.508789,177563
2000-03-16,15259.599609,15446.799805,14978.799805,14978.799805,9605.440430,433762
2000-03-17,15109.799805,15109.799805,14838.299805,14838.299805,9515.339844,364016
2000-03-20,14744.700195,14978.799805,14604.299805,14978.799805,9605.440430,114908
2000-03-21,14979.000000,14979.000000,14979.000000,14979.000000,9605.570313,0
2000-03-22,15212.799805,15446.799805,15072.400391,15166.000000,9725.486328,148981
2000-03-23,15119.200195,15119.200195,14838.299805,14903.900391,9557.409180,263721
2000-03-24,14885.099609,14932.000000,14838.299805,14894.500000,9551.385742,137893
2000-03-27,14885.099609,15287.700195,14885.099609,15287.700195,9803.531250,300319
2000-03-28,14978.799805,15128.599609,14978.799805,15072.400391,9665.463867,402680
2000-03-29,14838.299805,15072.400391,14838.299805,14978.799805,9605.440430,266115
2000-03-30,14978.799805,14978.799805,14744.700195,14763.400391,9467.310547,363527
2000-03-31,14651.099609,14697.900391,14566.799805,14641.700195,9389.265625,506877
2000-04-03,14641.700195,14754.099609,14510.700195,14679.200195,9413.317383,87223
2000-04-04,14716.599609,14716.599609,14548.099609,14548.099609,9329.247070,65851
2000-04-05,14744.700195,14744.700195,14407.700195,14417.099609,9245.239258,111567
2000-04-06,14417.099609,14417.099609,14173.700195,14201.700195,9107.111328,158917
2000-04-07,14042.599609,14089.400391,13705.599609,13761.700195,8824.952148,111834
2000-04-10,13949.000000,13949.000000,13752.400391,13761.700195,8824.952148,170921
