Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3137.500000,3175.000000,3137.500000,3137.500000,72.147835,419400
2000-01-05,3100.000000,3125.000000,2987.500000,3000.000000,68.985970,1268200
2000-01-06,2987.500000,2987.500000,2912.500000,2937.500000,67.548759,681904
2000-01-07,2937.500000,2975.000000,2937.500000,2937.500000,67.548759,1696880
2000-01-10,2987.500000,3000.000000,2937.500000,2950.000000,67.836197,1670760
2000-01-11,2937.500000,2937.500000,2752.500000,2822.500000,64.904289,1637800
2000-01-12,2837.500000,2875.000000,2775.000000,2800.000000,64.386902,934216
2000-01-13,2750.000000,2812.500000,2700.000000,2810.000000,64.616844,1425328
2000-01-14,2860.000000,2937.500000,2825.000000,2912.500000,66.973877,717464
2000-01-17,2962.500000,3000.000000,2942.500000,2975.000000,68.411079,1980736
2000-01-18,3000.000000,3187.500000,3000.000000,3092.500000,71.113022,2081056
2000-01-19,3100.000000,3150.000000,3087.500000,3137.500000,72.147835,1829760
2000-01-20,3137.500000,3312.500000,3137.500000,3262.500000,75.022217,1625712
2000-01-21,3250.000000,3512.500000,3225.000000,3450.000000,79.333847,2582240
2000-01-24,3407.500000,3462.500000,3407.500000,3437.500000,79.046425,926584
2000-01-25,3500.000000,3500.000000,3425.000000,3427.500000,78.816452,1568936
2000-01-26,3427.500000,3427.500000,3200.000000,3250.000000,74.734795,514392
2000-01-27,3237.500000,3237.500000,3150.000000,3212.500000,73.872482,684200
2000-01-28,3222.500000,3500.000000,3222.500000,3402.500000,78.241577,1642280
2000-01-31,3402.500000,3462.500000,3402.500000,3450.000000,79.333847,537088
2000-02-01,3412.500000,3450.000000,3375.000000,3375.000000,77.609192,613400
2000-02-02,3450.000000,3450.000000,3375.000000,3375.000000,77.609192,496592
2000-02-03,3450.000000,3512.500000,3445.000000,3487.500000,80.196175,1909464
2000-02-04,3502.500000,3562.500000,3412.500000,3412.500000,78.471542,221288
2000-02-07,3550.000000,3550.000000,3437.500000,3500.000000,80.483612,779112
2000-02-08,3487.500000,3487.500000,3410.000000,3475.000000,79.908745,766232
2000-02-09,3500.000000,3700.000000,3500.000000,3677.500000,84.565292,1442840
2000-02-10,3687.500000,3687.500000,3552.500000,3552.500000,81.690880,688912
2000-02-11,3550.000000,3562.500000,3375.000000,3512.500000,80.771065,1368272
2000-02-14,3462.500000,3462.500000,3325.000000,3362.500000,77.321770,2020912
2000-02-15,3312.500000,3312.500000,3187.500000,3187.500000,73.297577,2056472
2000-02-16,3250.000000,3287.500000,3187.500000,3250.000000,74.734795,2335696
2000-02-17,3312.500000,3312.500000,3247.500000,3250.000000,74.734795,1881072
2000-02-18,3250.000000,3275.000000,3225.000000,3225.000000,74.159920,2201376
2000-02-21,3187.500000,3200.000000,3087.500000,3122.500000,71.802887,782184
2000-02-22,3125.000000,3125.000000,2950.000000,3012.500000,69.273399,1531752
2000-02-23,3012.500000,3012.500000,2962.500000,2962.500000,68.123634,4029424
2000-02-24,2887.500000,2887.500000,2737.500000,2750.000000,63.237133,2545736
2000-02-25,2750.000000,2787.500000,2687.500000,2712.500000,62.374813,3305360
2000-02-28,2622.500000,2625.000000,2500.000000,2500.000000,57.488285,1178480
2000-02-29,2500.000000,2840.000000,2500.000000,2827.500000,65.019257,3243616
2000-03-01,2850.000000,3000.000000,2850.000000,3000.000000,68.985970,3166344
2000-03-02,3000.000000,3020.000000,2837.500000,2875.000000,66.111526,1242864
2000-03-03,2752.500000,2752.500000,2587.500000,2625.000000,60.362724,839464
2000-03-06,2687.500000,2750.000000,2625.000000,2747.500000,63.179630,542776
2000-03-07,2747.500000,2800.000000,2737.500000,2737.500000,62.949680,508600
2000-03-08,2750.000000,2750.000000,2687.500000,2700.000000,62.087360,536336
2000-03-09,2697.500000,2725.000000,2662.500000,2702.500000,62.144863,709376
2000-03-10,2702.500000,2717.500000,2662.500000,2662.500000,61.225052,960864
2000-03-13,2662.500000,2662.500000,2662.500000,2662.500000,70.188004,0
2000-03-14,2500.000000,2542.500000,2500.000000,2537.500000,66.892799,1046432
2000-03-15,2537.500000,2600.000000,2532.000000,2600.000000,68.540421,1970176
2000-03-16,2612.500000,2825.000000,2612.500000,2612.500000,68.869919,3309608
2000-03-17,2687.500000,2837.500000,2687.500000,2800.000000,73.812759,1103952
2000-03-20,2762.500000,2800.000000,2750.000000,2775.000000,73.153717,360320
2000-03-21,2775.000000,2775.000000,2775.000000,2775.000000,73.153717,0
2000-03-22,2775.000000,2875.000000,2775.000000,2875.000000,75.789879,737440
2000-03-23,2912.500000,2987.500000,2912.500000,2987.500000,78.755577,341784
2000-03-24,3012.500000,3012.500000,2875.000000,2875.000000,75.789879,350608
2000-03-27,2875.000000,2875.000000,2725.000000,2745.000000,72.362854,340952
2000-03-28,2737.500000,2737.500000,2625.000000,2625.000000,69.199448,411512
2000-03-29,2625.000000,2672.500000,2625.000000,2632.500000,69.397163,663760
2000-03-30,2675.000000,2825.000000,2675.000000,2762.500000,72.824181,2306032
2000-03-31,2762.500000,2862.500000,2762.500000,2837.500000,74.801308,955776
2000-04-03,2875.000000,2875.000000,2837.500000,2837.500000,74.801308,492976
2000-04-04,2850.000000,2887.500000,2812.500000,2812.500000,74.142265,447752
2000-04-05,2837.500000,2870.000000,2825.000000,2825.000000,74.471794,662640
2000-04-06,2875.000000,2950.000000,2872.500000,2872.500000,75.723969,778760
2000-04-07,2950.000000,2950.000000,2862.500000,2862.500000,75.460365,877536
2000-04-10,2862.500000,2862.500000,2737.500000,2737.500000,72.165146,238088
2000-04-11,2730.000000,2787.500000,2712.500000,2712.500000,71.506096,696752
2000-04-12,2750.000000,2775.000000,2735.000000,2735.000000,72.099228,480608
2000-04-13,2675.000000,2725.000000,2665.000000,2665.000000,70.253929,429560
2000-04-14,2637.500000,2700.000000,2625.000000,2625.000000,69.199448,781160
2000-04-17,2687.500000,2687.500000,2377.500000,2377.500000,62.674927,897720
2000-04-18,2525.000000,2625.000000,2475.000000,2475.000000,65.245201,1167976
2000-04-19,2562.500000,2562.500000,2462.500000,2462.500000,64.915665,2074136
2000-04-20,2525.000000,2562.500000,2462.500000,2462.500000,64.915665,757024
2000-04-21,2462.500000,2462.500000,2462.500000,2462.500000,64.915665,0
2000-04-24,2462.500000,2462.500000,2462.500000,2462.500000,64.915665,0
2000-04-25,2525.000000,2600.000000,2512.500000,2512.500000,66.233765,946888
2000-04-26,2612.500000,2675.000000,2602.500000,2602.500000,68.606300,750872
2000-04-27,2602.500000,2602.500000,2602.500000,2602.500000,68.606300,0
2000-04-28,2612.500000,2687.500000,2597.500000,2597.500000,68.474503,953920
2000-05-01,2597.500000,2597.500000,2597.500000,2597.500000,68.474503,0
2000-05-02,2750.000000,2850.000000,2750.000000,2750.000000,72.494667,896688
2000-05-03,2850.000000,3037.500000,2850.000000,2850.000000,75.130821,555064
2000-05-04,2937.500000,2975.000000,2925.000000,2925.000000,77.107971,941952
2000-05-05,2950.000000,3087.500000,2950.000000,2950.000000,77.766998,668280
2000-05-08,3100.000000,3200.000000,3100.000000,3100.000000,81.721260,492952
2000-05-09,3100.000000,3100.000000,3100.000000,3100.000000,81.721260,0
2000-05-10,3350.000000,3350.000000,3225.000000,3225.000000,85.016457,1859200
2000-05-11,3155.000000,3162.500000,3000.000000,3000.000000,79.085068,1447160
2000-05-12,3050.000000,3050.000000,2950.000000,2950.000000,77.766998,981152
2000-05-15,2992.500000,3005.000000,2992.500000,2992.500000,78.887367,322144
2000-05-16,3000.000000,3050.000000,2987.500000,2987.500000,78.755577,1471040
2000-05-17,3000.000000,3012.500000,2987.500000,2987.500000,78.755577,1042040
2000-05-18,3025.000000,3075.000000,2987.500000,3000.000000,79.085068,687024
2000-05-19,3062.500000,3087.500000,2962.500000,2962.500000,78.096504,1133888
2000-05-22,3000.000000,3000.000000,2962.500000,2962.500000,78.096504,94776
2000-05-23,2960.000000,3000.000000,2875.000000,2875.000000,75.789879,207128
2000-05-24,2887.500000,2925.000000,2887.500000,2887.500000,76.119392,438280
2000-05-25,2937.500000,2995.000000,2937.500000,2937.500000,77.437462,1233792
2000-05-26,2975.000000,2975.000000,2937.500000,2937.500000,77.437462,649832
2000-05-29,2937.500000,2962.500000,2935.000000,2935.000000,77.371590,211368
2000-05-30,2962.500000,2962.500000,2937.500000,2937.500000,77.437462,116216
2000-05-31,2937.500000,2942.500000,2900.000000,2900.000000,76.448914,408912
2000-06-01,2907.500000,2912.500000,2890.000000,2890.000000,76.185295,710872
2000-06-02,2912.500000,2937.500000,2912.500000,2912.500000,76.778435,451392
2000-06-05,2912.500000,2912.500000,2912.500000,2912.500000,76.778435,13144
2000-06-06,2937.500000,3037.500000,2937.500000,2937.500000,77.437462,517136
2000-06-07,3050.000000,3252.500000,3050.000000,3050.000000,80.403183,2193832
2000-06-08,3200.000000,3225.000000,3150.000000,3150.000000,83.039337,3756520
2000-06-09,3187.500000,3187.500000,3150.000000,3150.000000,83.039337,299728
2000-06-12,3197.500000,3237.500000,3197.500000,3197.500000,84.291512,744824
2000-06-13,3237.500000,3325.000000,3237.500000,3237.500000,85.346001,1463176
2000-06-14,3325.000000,3325.000000,3287.500000,3287.500000,86.664063,817608
2000-06-15,3297.500000,3297.500000,3137.500000,3137.500000,82.709801,1621992
2000-06-16,3137.500000,3137.500000,3137.500000,3137.500000,82.709801,0
2000-06-19,3137.500000,3137.500000,3137.500000,3137.500000,82.709801,0
2000-06-20,3187.500000,3272.500000,3185.000000,3185.000000,83.961983,2001616
2000-06-21,3262.500000,3372.500000,3262.500000,3262.500000,86.005051,670536
2000-06-22,3337.500000,3387.500000,3325.000000,3325.000000,87.652634,1303128
2000-06-23,3337.500000,3367.500000,3337.500000,3337.500000,87.982147,942304
2000-06-26,3345.000000,3350.000000,3275.000000,3275.000000,86.334572,447496
2000-06-27,3275.000000,3300.000000,3262.500000,3262.500000,86.005051,527808
2000-06-28,3265.000000,3287.500000,3262.500000,3262.500000,86.005051,261832
2000-06-29,3282.500000,3312.500000,3200.000000,3200.000000,84.357414,686352
2000-06-30,3212.500000,3212.500000,3152.500000,3152.500000,83.105240,1008896
2000-07-03,3150.000000,3150.000000,3120.000000,3120.000000,82.248489,384352
2000-07-04,3125.000000,3125.000000,3075.000000,3075.000000,81.062210,256480
2000-07-05,3075.000000,3075.000000,2997.500000,2997.500000,79.019180,818648
2000-07-06,2975.000000,3162.500000,2962.500000,2962.500000,78.096504,872096
2000-07-07,2962.500000,2962.500000,2962.500000,2962.500000,78.096504,0
2000-07-10,3062.500000,3087.500000,3062.500000,3062.500000,80.732689,96880
2000-07-11,3112.500000,3130.000000,3092.500000,3092.500000,81.523537,1238720
2000-07-12,3125.000000,3275.000000,3125.000000,3125.000000,82.380295,504104
2000-07-13,3270.000000,3375.000000,3267.500000,3267.500000,86.136841,1017880
2000-07-14,3325.000000,3475.000000,3325.000000,3325.000000,87.652634,517520
2000-07-17,3487.500000,3512.500000,3462.500000,3462.500000,91.277351,492712
2000-07-18,3487.500000,3487.500000,3402.500000,3402.500000,89.695671,266400
2000-07-19,3412.500000,3457.500000,3412.500000,3412.500000,89.959251,368800
2000-07-20,3445.000000,3475.000000,3445.000000,3445.000000,90.816048,733688
2000-07-21,3450.000000,3562.500000,3450.000000,3450.000000,90.947838,1143912
2000-07-24,3450.000000,3450.000000,3450.000000,3450.000000,90.947838,0
2000-07-25,3492.500000,3492.500000,3450.000000,3450.000000,90.947838,717552
2000-07-26,3450.000000,3450.000000,3312.500000,3312.500000,87.323105,600496
2000-07-27,3312.500000,3312.500000,3312.500000,3312.500000,87.323105,0
2000-07-28,3312.500000,3400.000000,3295.000000,3295.000000,86.861778,276184
2000-07-31,3375.000000,3375.000000,3287.500000,3287.500000,86.664063,708992
2000-08-01,3337.500000,3437.500000,3337.500000,3337.500000,87.982147,804240
2000-08-02,3500.000000,3575.000000,3475.000000,3475.000000,91.606888,1147360
2000-08-03,3575.000000,3575.000000,3450.000000,3450.000000,90.947838,644056
2000-08-04,3487.500000,3487.500000,3430.000000,3430.000000,90.420593,779040
2000-08-07,3375.000000,3462.500000,3375.000000,3375.000000,88.970718,251840
2000-08-08,3450.000000,3502.500000,3450.000000,3450.000000,90.947838,579360
2000-08-09,3450.000000,3450.000000,3450.000000,3450.000000,90.947838,0
2000-08-10,3525.000000,3662.500000,3525.000000,3525.000000,92.924980,1640080
2000-08-11,3625.000000,3750.000000,3625.000000,3625.000000,95.561134,1920896
2000-08-14,3662.500000,3687.500000,3640.000000,3640.000000,95.956573,523624
2000-08-15,3675.000000,3750.000000,3675.000000,3675.000000,96.879219,760648
2000-08-16,3675.000000,3750.000000,3670.000000,3670.000000,96.747444,3836288
2000-08-17,3725.000000,3745.000000,3700.000000,3700.000000,97.538261,263056
2000-08-18,3717.500000,3737.500000,3712.500000,3712.500000,97.867798,340944
2000-08-21,3737.500000,3750.000000,3712.500000,3712.500000,97.867798,824664
2000-08-22,3737.500000,3810.000000,3737.500000,3737.500000,98.526817,2367112
2000-08-23,3775.000000,3837.500000,3712.500000,3712.500000,97.867798,2336360
2000-08-24,3735.000000,3775.000000,3725.000000,3725.000000,98.197311,1058648
2000-08-25,3737.500000,3787.500000,3737.500000,3737.500000,98.526817,990752
2000-08-28,3787.500000,3825.000000,3787.500000,3787.500000,99.844910,497848
2000-08-29,3817.500000,3975.000000,3817.500000,3817.500000,100.635750,1727832
2000-08-30,3975.000000,4062.500000,3962.500000,3962.500000,104.458244,1100248
2000-08-31,4050.000000,4125.000000,3975.000000,3975.000000,104.787720,794016
2000-09-01,4125.000000,4187.500000,4112.500000,4112.500000,108.412498,328104
2000-09-04,4210.000000,4210.000000,4150.000000,4150.000000,109.401024,857024
2000-09-05,4162.500000,4162.500000,4085.000000,4085.000000,107.687515,450680
2000-09-06,4112.500000,4140.000000,4107.500000,4107.500000,108.280685,648688
2000-09-07,4100.000000,4207.500000,4100.000000,4100.000000,108.082909,783672
2000-09-08,4212.500000,4225.000000,4192.500000,4192.500000,110.521400,1461288
2000-09-11,4225.000000,4225.000000,4047.500000,4047.500000,161.347336,1033264
2000-09-12,4037.500000,4037.500000,3850.000000,3850.000000,153.474243,1682904
2000-09-13,3875.000000,3925.000000,3862.500000,3900.000000,155.467438,1749128
2000-09-14,3887.500000,3962.500000,3850.000000,3850.000000,153.474243,2636664
2000-09-15,3940.000000,4012.500000,3900.000000,3900.000000,155.467438,1730848
2000-09-18,3987.500000,4087.500000,3937.500000,3937.500000,156.962326,1828560
2000-09-19,4000.000000,4037.500000,3750.000000,3750.000000,149.487961,2677584
2000-09-20,3900.000000,3912.500000,3850.000000,3850.000000,153.474243,2583448
2000-09-21,3827.500000,3850.000000,3780.000000,3780.000000,150.683807,2513992
2000-09-22,3725.000000,3762.500000,3697.500000,3697.500000,147.395081,937304
2000-09-25,3697.500000,3697.500000,3697.500000,3697.500000,147.395081,0
2000-09-26,3650.000000,3750.000000,3650.000000,3650.000000,145.501572,649144
2000-09-27,3662.500000,3775.000000,3662.500000,3662.500000,145.999847,671776
2000-09-28,3775.000000,3900.000000,3775.000000,3775.000000,150.484512,711848
2000-09-29,3900.000000,3975.000000,3887.500000,3887.500000,154.969177,1000640
2000-10-02,3902.500000,3915.000000,3900.000000,3900.000000,155.467438,472112
2000-10-03,3900.000000,3900.000000,3762.500000,3762.500000,149.986221,506368
2000-10-04,3812.500000,3845.000000,3787.500000,3787.500000,150.982803,544040
2000-10-05,3815.000000,3930.000000,3815.000000,3912.500000,155.965714,1030064
2000-10-06,3950.000000,3962.500000,3850.000000,3850.000000,153.474243,809048
2000-10-09,3877.500000,3912.500000,3875.000000,3875.000000,154.470856,380304
2000-10-10,3887.500000,3900.000000,3872.500000,3872.500000,154.371216,240912
2000-10-11,3875.000000,3875.000000,3750.000000,3750.000000,149.487961,457024
2000-10-12,3825.000000,3825.000000,3750.000000,3750.000000,149.487961,146704
2000-10-13,3750.000000,3795.000000,3750.000000,3750.000000,149.487961,888848
2000-10-16,3787.500000,3825.000000,3787.500000,3787.500000,150.982803,208528
2000-10-17,3825.000000,3937.500000,3822.500000,3822.500000,152.377991,396136
2000-10-18,3872.500000,3887.500000,3775.000000,3775.000000,150.484512,1161728
2000-10-19,3875.000000,3887.500000,3837.500000,3837.500000,152.975983,959744
2000-10-20,3872.500000,3905.000000,3850.000000,3850.000000,153.474243,834664
2000-10-23,3880.000000,3987.500000,3880.000000,3880.000000,154.670197,630824
2000-10-24,3950.000000,4075.000000,3950.000000,3950.000000,157.460617,571720
2000-10-25,4062.500000,4062.500000,4010.000000,4010.000000,159.852417,599192
2000-10-26,4000.000000,4137.500000,4000.000000,4000.000000,159.453766,657928
2000-10-27,4100.000000,4125.000000,4000.000000,4000.000000,159.453766,460136
2000-10-30,4000.000000,4000.000000,3937.500000,3967.500000,158.158234,319808
2000-10-31,3967.500000,3967.500000,3967.500000,3967.500000,158.158234,0
2000-11-01,4112.500000,4212.500000,4112.500000,4190.000000,167.027832,967448
2000-11-02,4212.500000,4500.000000,4212.500000,4500.000000,179.385513,1689216
2000-11-03,4500.000000,4587.500000,4462.500000,4537.500000,180.880386,725288
2000-11-06,4537.500000,4537.500000,4462.500000,4477.500000,178.488586,257128
2000-11-07,4450.000000,4537.500000,4450.000000,4450.000000,177.392319,278872
2000-11-08,4537.500000,4737.500000,4537.500000,4725.000000,188.354782,1087560
2000-11-09,4687.500000,4775.000000,4687.500000,4687.500000,186.859924,665304
2000-11-10,4712.500000,4750.000000,4562.500000,4612.500000,183.870117,149720
2000-11-13,4612.500000,4625.000000,4587.500000,4600.000000,183.371826,364080
2000-11-14,4625.000000,4750.000000,4612.500000,4747.500000,189.251663,347544
2000-11-15,4775.000000,4837.500000,4762.500000,4837.500000,192.839401,2328608
2000-11-16,4875.000000,4925.000000,4835.000000,4837.500000,192.839401,1082704
2000-11-17,4787.500000,4817.500000,4787.500000,4810.000000,191.743225,850304
2000-11-20,4812.500000,4837.500000,4700.000000,4712.500000,187.856476,510768
2000-11-21,4712.500000,4875.000000,4687.500000,4687.500000,186.859924,205936
2000-11-22,4850.000000,4850.000000,4755.000000,4765.000000,189.949402,1509056
2000-11-23,4762.500000,4785.000000,4687.500000,4715.000000,187.956100,829432
2000-11-24,4725.000000,4775.000000,4675.000000,4762.500000,189.849716,789264
2000-11-27,4787.500000,4787.500000,4750.000000,4787.500000,190.846222,776504
2000-11-28,4812.500000,4875.000000,4795.000000,4875.000000,194.334290,924744
2000-11-29,4837.500000,4900.000000,4762.500000,4775.000000,190.347946,1330296
2000-11-30,4750.000000,4750.000000,4500.000000,4500.000000,179.385513,923632
2000-12-01,4587.500000,4662.500000,4325.000000,4407.500000,175.698105,1556560
2000-12-04,4437.500000,4482.500000,4350.000000,4470.000000,178.189606,1512896
2000-12-05,4470.000000,4470.000000,4470.000000,4470.000000,178.189606,0
2000-12-06,4470.000000,4650.000000,4470.000000,4637.500000,184.866776,1533160
2000-12-07,4637.500000,4725.000000,4587.500000,4642.500000,185.066055,1570336
2000-12-08,4650.000000,4850.000000,4650.000000,4812.500000,191.842850,1029344
2000-12-11,4850.000000,4962.500000,4837.500000,4927.500000,196.427124,1255936
2000-12-12,5000.000000,5100.000000,4925.000000,4937.500000,196.825760,1542352
2000-12-13,4937.500000,5075.000000,4850.000000,4912.500000,195.829178,1516208
2000-12-14,4837.500000,4837.500000,4612.500000,4612.500000,183.870117,1278864
2000-12-15,4562.500000,4600.000000,4275.000000,4407.500000,175.698105,2427976
2000-12-18,4375.000000,4420.000000,4350.000000,4350.000000,173.405991,1621048
2000-12-19,4360.000000,4512.500000,4337.500000,4422.500000,176.296097,1372520
2000-12-20,4372.500000,4487.500000,4337.500000,4337.500000,172.907715,630152
